card_id,card_name,effect_id,effect_kind,verdict,changed_from_current,change_explanation,current_encoder_included,formula_key,canonical_program_kind,engine_source
121,Dragapult ex,card:121:attack:1,attack,override_static,True,counter_snipe=60 loses exact six-counter units and arbitrary distribution across any number of opposing Benched Pokémon,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1056
121,Dragapult ex,card:121:tera:0,tera,override_static,True,Tera Bench damage prevention is absent from the current tag blocks,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1053
1220,Team Rocket's Proton,card:1220:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits the up-to-three Basic Team Rocket's Pokémon search and the explicit first-player first-turn permission,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10202
1223,Harlequin,card:1223:trainer_effect:0,trainer_effect,override_dynamic,True,the current encoder omits both-hand replacement and the exact fair-coin 5/3 versus 3/5 distribution,False,trainer_04_harlequin_draw_distribution,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10224
1224,Cheren,card:1224:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits drawing three cards,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10241
1225,Hilda,card:1225:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits the separately capped Evolution-Pokémon and Energy searches, reveal, and shared shuffle",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10247
1227,Lillie's Determination,card:1227:trainer_effect:0,trainer_effect,override_dynamic,True,the current encoder omits hand replacement and the exact-six-Prizes 8-versus-6 draw branch,False,trainer_01_lillies_determination_draw,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10266
1228,Acerola's Mischief,card:1228:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits the opponent-two-or-fewer-Prizes gate, any-own-Pokémon selector, ex-only attacker filter, and next-turn damage-and-effects prevention",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10277
1229,Wally's Compassion,card:1229:trainer_effect:0,trainer_effect,override_dynamic,True,the current encoder omits full healing of one damaged own Mega Evolution Pokémon ex and the heal-success-gated all-Energy return,False,trainer_02_wallys_compassion,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10284
122,Tatsugiri,card:122:ability:0,ability,override_static,True,"the all-zero ability vector omits Active-only top-six inspection, optional Supporter selection/reveal, hand movement, and shuffle",True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1063
122,Tatsugiri,card:122:attack:0,attack,ordinary_field,False,delegated to an ordinary printed/card field,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1066
1231,Dawn,card:1231:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits three independent stage-filtered searches, reveal, and shuffle",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10304
1235,Waitress,card:1235:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits top-six inspection, optional Basic Energy attachment to any own Pokémon, and rest-to-deck shuffle",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:12479
1236,Urbain,card:1236:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits drawing three cards,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:12490
1238,Tarragon,card:1238:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits the shared up-to-four cap and exact Fighting-Pokémon/Basic-Fighting-Energy discard union,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:12496
1240,Rosa's Encouragement,card:1240:trainer_effect:0,trainer_effect,override_dynamic,True,the current encoder omits the more-Prizes-remaining gate and up-to-two Basic Energy discard attachment to one own Stage 2,False,trainer_04_rosas_encouragement,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:12510
1242,Community Center,card:1242:trainer_effect:0,trainer_effect,override_dynamic,True,the current encoder omits once-per-turn Supporter-history-gated healing of 10 from every own Pokémon,False,trainer_03_community_center_healing,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4081
1244,Full Metal Lab,card:1244:trainer_effect:0,trainer_effect,engine_baked,True,the existing Stadium bake exactly preserves -30 damage taken by Metal Pokémon from opposing attacks after Weakness/Resistance,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4095
1245,Festival Grounds,card:1245:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits immediate recovery and continuing Special-Condition immunity for every Pokémon with attached Energy,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4101
1246,Jamming Tower,card:1246:trainer_effect:0,trainer_effect,override_static,True,the current Stadium bake has no modifiers and therefore omits complete suppression of all attached Pokémon Tool effects,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4107
1247,Neutralization Zone,card:1247:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits both non-Rule-Box damage prevention from opposing Pokémon ex/V and the card-level discard-to-hand/deck prohibition,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4115
1249,Grand Tree,card:1249:trainer_effect:0,trainer_effect,override_dynamic,True,"the current encoder omits once-per-turn deck evolution through matching Stage 1 then optional matching Stage 2, plus normal Basic timing restrictions",False,trainer_04_grand_tree_evolution_chain,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4129
1250,Area Zero Underdepths,card:1250:trainer_effect:0,trainer_effect,override_dynamic,True,the current encoder omits Tera-gated Bench capacity 8 and both forced discard-to-five transitions with exact stadium-owner-first departure order,False,trainer_05_area_zero_bench_capacity,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4142
1252,Gravity Mountain,card:1252:trainer_effect:0,trainer_effect,engine_baked,True,the existing Stadium bake exactly preserves -30 effective maximum HP for every Stage 2 Pokémon on both sides,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4157
1253,N’s Castle,card:1253:trainer_effect:0,trainer_effect,engine_baked,True,the existing Stadium bake exactly sets Retreat Cost to zero for every N's Pokémon on both sides,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4163
1256,Team Rocket's Watchtower,card:1256:trainer_effect:0,trainer_effect,override_static,True,the current Stadium bake has no modifiers and omits complete Ability suppression for Colorless Pokémon on both sides,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10318
1257,Team Rocket's Factory,card:1257:trainer_effect:0,trainer_effect,override_dynamic,True,the current encoder omits the once-per-turn Stadium draw gated by a Team Rocket-named Supporter played from hand this turn,False,trainer_02_team_rocket_factory_activation,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10324
1259,Spikemuth Gym,card:1259:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits the once-per-player-turn Stadium search for a Marnie's Pokémon,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10337
1260,Risky Ruins,card:1260:trainer_effect:0,trainer_effect,override_dynamic,True,"the current encoder omits the during-own-turn Bench-entry trigger, Basic/non-Darkness filters, and exact two-counter placement",False,trainer_03_risky_ruins_trigger,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10343
1261,Forest of Vitality,card:1261:trainer_effect:0,trainer_effect,override_dynamic,True,the current encoder omits same-turn Grass-to-Grass evolution permission and retained first-turn prohibition,False,trainer_03_forest_of_vitality_evolution_options,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10350
1262,Surfing Beach,card:1262:trainer_effect:0,trainer_effect,override_static,True,the current encoder omits the once-per-player-turn Water-Active/Water-Bench switch,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10356
1264,Battle Cage,card:1264:trainer_effect:0,trainer_effect,override_static,True,"the current encoder omits the Bench-only, counter-only, opponent-Pokémon attack-or-Ability prevention boundary",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10373
1266,Nighttime Mine,card:1266:trainer_effect:0,trainer_effect,engine_baked,True,the existing stat bake exactly preserves +1 Colorless attack cost for every Tera Pokémon on both sides,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:12526
12,Legacy Energy,card:12:energy_effect:0,energy_effect,override_dynamic,True,the current encoder omits one-unit every-type provision and once-per-game -1 Prize on opponent-attack-damage KO,False,energy_01_legacy_energy_prize_reduction,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:79
131,Duskull,card:131:attack:0,attack,override_static,True,old tags omit the up-to-three same-name discard-to-Bench movement,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1168
131,Duskull,card:131:attack:1,attack,ordinary_field,False,delegated to an ordinary printed/card field,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1171
132,Dusclops,card:132:ability:0,ability,override_static,True,"damage=50 loses exact counter semantics, any-opponent-Pokémon targeting, once-per-turn timing, mandatory self-KO, and engine execution order",True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1180
132,Dusclops,card:132:attack:0,attack,ordinary_field,False,delegated to an ordinary printed/card field,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1184
133,Dusknoir,card:133:ability:0,ability,override_static,True,"damage=130 loses exact counter semantics, any-opponent-Pokémon targeting, once-per-turn timing, mandatory self-KO, and engine execution order",True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1193
133,Dusknoir,card:133:attack:0,attack,generic_exact,False,current generic representation is exact,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1197
13,Enriching Energy,card:13:energy_effect:0,energy_effect,override_static,True,the current encoder omits Colorless provision and the attach-from-hand draw-four trigger,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:88
140,Fezandipiti ex,card:140:ability:0,ability,override_dynamic,True,draw=3 omits KO-history condition and same-name usage limit,True,pokemon_01_fezandipiti_flip_script_history,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1283
140,Fezandipiti ex,card:140:attack:0,attack,override_static,True,snipe=100 does not express that Active or Bench may be chosen,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1288
141,Pecharunt ex,card:141:ability:0,ability,override_static,True,"switch=1 omits the Darkness-only Bench selector, Pecharunt ex exclusion, same-name limit, and mandatory Poison on the new Active",True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1296
141,Pecharunt ex,card:141:attack:0,attack,override_dynamic,True,reviewed damage 60 omits multiplication by the opponent's taken-Prize count,True,pokemon_05_pecharunt_irritated_outburst,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1302
14,Spiky Energy,card:14:energy_effect:0,energy_effect,override_static,True,"the current encoder omits Colorless provision, the Active-holder damage trigger including KO, and exact two-counter retaliation",False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:95
150,Hydrapple ex,card:150:ability:0,ability,override_static,True,"energy_accel=1/heal=30 omit the Basic Grass hand source, shared any-own-Pokémon target, draw-free attach gate, and once-per-turn limit",True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1384
150,Hydrapple ex,card:150:attack:0,attack,override_dynamic,True,reviewed damage 30 omits the +30 multiplier across Grass Energy on every own Pokémon,True,pokemon_06_hydrapple_syrup_storm,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1390
15,Team Rocket's Energy,card:15:energy_effect:0,energy_effect,override_dynamic,True,"the current encoder omits the Team Rocket-only attachment rule, refresh-time illegal-holder discard, and two units in any Psychic/Darkness combination",False,energy_01_team_rocket_energy_payment,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4185
164,Comfey,card:164:attack:0,attack,override_static,True,draws_cards=3/deckout=1 does not preserve exact three-card draws for each player or engine resolution order,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:12819
164,Comfey,card:164:attack:1,attack,override_dynamic,True,probabilistic=1 omits exact 20/40 outcomes and their equal probabilities,True,pokemon_03_comfey_play_rough,conditional,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:12824
169,Duraludon,card:169:attack:0,attack,ordinary_field,False,delegated to an ordinary printed/card field,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1585
169,Duraludon,card:169:attack:1,attack,override_dynamic,True,the old max-damage override 30 suppresses this attack; outrage=1 does not retain the exact 80 + current HP-loss formula,True,pokemon_03_duraludon_raging_hammer,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1587
16,Prism Energy,card:16:energy_effect:0,energy_effect,override_dynamic,True,the current encoder omits Basic-holder every-type provision with a one-unit cap versus Colorless-only provision otherwise,False,energy_01_prism_energy_provision,conditional,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4192
174,Fan Rotom,card:174:ability:0,ability,override_static,True,"search=3 loses first-turn timing, same-name limit, Colorless Pokémon and <=100 HP filters, up-to choice, reveal, and shuffle",True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1642
174,Fan Rotom,card:174:attack:0,attack,override_dynamic,True,reviewed damage 70 omits the no-Stadium failure gate,True,pokemon_04_fan_rotom_assault_landing,conditional,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1646
17,Ignition Energy,card:17:energy_effect:0,energy_effect,override_dynamic,True,the current encoder omits 1-versus-3 Colorless provision by holder stage and mandatory owner-turn-end discard,False,energy_01_ignition_energy_provision,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4198
183,Smoochum,card:183:attack:0,attack,override_static,True,"energy_accel=2 loses deck source, Basic Psychic filter, one shared Bench target, up-to choice, Bench requirement, and shuffle",True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:12859
184,Latias ex,card:184:ability:0,ability,engine_baked,True,switch=1 is misleading; current stat_bakes.py separately and exactly sets retreat cost to zero only for own Basic Pokémon in play,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1739
184,Latias ex,card:184:attack:0,attack,generic_exact,False,current generic representation is exact,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1742
18,Grow Grass Energy,card:18:energy_effect:0,energy_effect,override_static,True,the current encoder omits Grass provision and the Grass-holder-only +20 effective maximum HP,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10390
190,Archaludon ex,card:190:ability:0,ability,override_static,True,"energy_active=2 loses the evolution trigger, discard source, Basic Metal filter, up-to/shared cap, Metal-Pokémon targets, and arbitrary distribution",True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1816
190,Archaludon ex,card:190:attack:0,attack,override_static,True,outrage=1 is incorrect; the post-attack effect removes this Pokémon's Weakness during the opponent's next turn,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:1820
19,Telepath Psychic Energy,card:19:energy_effect:0,energy_effect,override_static,True,the current encoder omits Psychic provision and the hand-attach-to-Psychic trigger that benches up to two Basic Psychic Pokémon and shuffles,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10397
20,Rock Fighting Energy,card:20:energy_effect:0,energy_effect,override_static,True,the current encoder omits Fighting provision and Fighting-holder-only prevention of future opposing attack effects while preserving damage/existing effects,False,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:10405
214,Togekiss,card:214:ability:0,ability,override_dynamic,True,"the all-zero ability vector omits KO trigger, fair coin, +1 Prize, and nonstacking rule",True,pokemon_03_togekiss_wonder_kiss,conditional,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:2087
214,Togekiss,card:214:attack:0,attack,ordinary_field,False,delegated to an ordinary printed/card field,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:2092
235,Budew,card:235:attack:0,attack,generic_exact,False,current generic representation is exact,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:2314
245,Alakazam,card:245:attack:0,attack,override_dynamic,True,the all-zero attack vector omits Confusion and arbitrary conserved redistribution of existing opponent damage counters,True,pokemon_03_alakazam_strange_hacking,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:12954
245,Alakazam,card:245:attack:1,attack,override_dynamic,True,reviewed damage 10 omits the +50 multiplier for every Energy attached to the opponent's Active Pokémon,True,pokemon_03_alakazam_psychic,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:12958
247,Swirlix,card:247:ability:0,ability,override_dynamic,True,"the all-zero ability vector omits the Festival Grounds gate, two-attack allowance, and post-KO replacement continuation",True,pokemon_03_swirlix_festival_lead,conditional,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:12966
247,Swirlix,card:247:attack:0,attack,override_static,True,counter_snipe=20 loses exact two-counter units and Active-or-Bench opponent targeting,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:12969
257,N’s Darumaka,card:257:attack:0,attack,ordinary_field,False,delegated to an ordinary printed/card field,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:2503
257,N’s Darumaka,card:257:attack:1,attack,ordinary_field,False,delegated to an ordinary printed/card field,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:2505
258,N’s Darmanitan,card:258:attack:0,attack,override_dynamic,True,reviewed damage 30 omits the opponent-discard Basic Energy card filter and count multiplier,True,pokemon_06_ns_darmanitan_back_draft,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:2514
258,N’s Darmanitan,card:258:attack:1,attack,override_static,True,"snipe=90/discard_energy=3 lose the mandatory all-attached-Energy discard, one Bench target, and no Bench Weakness/Resistance",True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:2517
272,Lillie’s Clefairy ex,card:272:ability:0,ability,override_static,True,the all-zero ability vector omits setting every opposing Dragon Pokémon's Weakness to Psychic ×2,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:2670
272,Lillie’s Clefairy ex,card:272:attack:0,attack,override_dynamic,True,reviewed damage 20 omits both players' Bench counts and variable Bench capacities,True,pokemon_04_lillies_clefairy_full_moon_rondo,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:2673
292,N’s Zorua,card:292:attack:0,attack,ordinary_field,False,delegated to an ordinary printed/card field,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:2871
293,N’s Zoroark ex,card:293:ability:0,ability,override_static,True,draw=2 omits the mandatory one-card hand discard cost and once-per-turn activation,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:2880
293,N’s Zoroark ex,card:293:attack:0,attack,override_dynamic,True,the zero-damage attack vector omits choosing and executing an attack from an own Benched N's Pokémon,True,pokemon_05_ns_zoroark_night_joker,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:2884
303,N’s Reshiram,card:303:attack:0,attack,override_dynamic,True,reviewed damage 20/outrage=1 omit the exact 20 multiplier and zero-damage undamaged state,True,pokemon_05_ns_reshiram_powerful_rage,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3001
303,N’s Reshiram,card:303:attack:1,attack,ordinary_field,False,delegated to an ordinary printed/card field,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3004
305,Dunsparce,card:305:attack:0,attack,override_static,True,old attack tags omit the switch,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3023
305,Dunsparce,card:305:attack:1,attack,ordinary_field,False,delegated to an ordinary printed/card field,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3027
306,Dudunsparce ex,card:306:attack:0,attack,override_dynamic,True,reviewed damage 60 omits multiplication by every opposing Pokémon ex in play and expanded Bench capacity,True,pokemon_04_dudunsparce_tenacious_tail,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3035
306,Dudunsparce ex,card:306:attack:1,attack,override_static,True,old tags omit defender-effect bypass while Weakness and Resistance still apply,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:3038
31,Chi-Yu,card:31:attack:0,attack,generic_exact,False,current generic representation is exact,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:12561
31,Chi-Yu,card:31:attack:1,attack,override_dynamic,True,reviewed damage 60 omits the Stadium-gated +60 branch and mandatory Stadium discard,True,pokemon_04_chi_yu_ground_melter,conditional,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:12565
333,Riolu,card:333:attack:0,attack,override_dynamic,True,probabilistic=1/reviewed damage 10 omit the exact fair-coin 10/30 distribution and expected damage 20,True,pokemon_06_riolu_quick_attack,conditional,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:13100
341,Cynthia's Roselia,card:341:attack:0,attack,ordinary_field,False,delegated to an ordinary printed/card field,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4249
342,Cynthia's Roserade,card:342:ability:0,ability,engine_baked,True,the generic ability vector is all zero; current stat_bakes.py separately preserves the +30 Cynthia/Active modifier,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4258
342,Cynthia's Roserade,card:342:attack:0,attack,ordinary_field,False,delegated to an ordinary printed/card field,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4261
343,Shaymin,card:343:ability:0,ability,override_static,True,"barrier=1 loses Bench-only, non-Rule-Box, opponent-attack, and damage-only boundaries",True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4268
343,Shaymin,card:343:attack:0,attack,ordinary_field,False,delegated to an ordinary printed/card field,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4271
344,Dwebble,card:344:attack:0,attack,override_static,True,old attack tags omit deck-search evolution and shuffle,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4278
345,Crustle,card:345:ability:0,ability,override_static,True,immunity=1 loses the Pokemon-ex attacker restriction and damage-only boundary,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4291
345,Crustle,card:345:attack:0,attack,override_static,True,old tags omit defender-effect bypass,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4294
379,Cynthia's Gible,card:379:attack:0,attack,override_static,True,old tags omit resistance bypass while Weakness and target effects still apply,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4672
380,Cynthia's Gabite,card:380:ability:0,ability,override_static,True,"search=1 loses the Cynthia's-Pokémon filter, once-per-turn limit, reveal, destination, and shuffle",True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4682
380,Cynthia's Gabite,card:380:attack:0,attack,ordinary_field,False,delegated to an ordinary printed/card field,True,,sequence,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h:4685
